Genre,Movie Name,Duration,Duration Minutes,Rating,Votes
Crime,Rakshana,2h 19m,139,5.4,1100
Crime,Second Life,1h 45m,105,6.8,47
Crime,Poslednji strelac,1h 30m,90,5.5,256
Crime,Mani nude,1h 30m,N/A,6.5,19
Crime,Thirumbipaar,1h 41m,101,5.9,239
Crime,Breathe,1h 41m,N/A,8.8,43
Crime,Kokuhaku Confession,1h 14m,74,5.6,147
Crime,Get Close 2,1h 14m,N/A,5.7,46
Crime,Saint Michael of the City,1h 14m,N/A,8.0,32
Crime,Baba Yaga,1h 14m,N/A,N/A,N/A
Crime,Whatever It Takes,1h 33m,93,8.3,14
Crime,Nasha Jurm Aur Gangsters,2h 17m,137,6.9,2400
Crime,Meitantei Conan Bâsasu Kaitô Kiddo,1h 21m,81,6.1,158
Crime,Hotel Underground,1h 21m,N/A,7.4,64
Crime,Raavsaheb,2h 18m,138,8.4,7
Crime,Assault in Progress,2h 18m,N/A,7.0,16
Crime,Porch Pirates,1h 47m,107,5.0,102
Crime,Vergüenza,1h 43m,103,6.9,23
Crime,The Donor,23m,23,9.0,9
Crime,Wieczór kawalerski,1h 25m,85,4.8,436
Crime,What Lies Within,1h 30m,90,5.3,13
Crime,Vojna policajtov,2h 30m,150,6.5,339
Crime,"Milk, Rice, and the Blood",45m,45,9.0,53
Crime,Rebel,1h 40m,100,3.1,65
Crime,Holiday Hold-Up,1h 29m,89,5.7,68
Crime,The Dealer,2h,120,8.3,12
Crime,Nico,1h 49m,109,8.3,45
Crime,Indelebile,1h 49m,N/A,N/A,N/A
Crime,Gam Gam Ganesha,2h 20m,140,5.3,309
Crime,CHAAW: Chapter 3 - Christmas Time Is Here,1h 12m,72,7.9,475
Crime,Protein,1h 40m,100,6.6,61
Crime,Housekeeping,1h 38m,98,6.0,41
Crime,Salvajes,1h 30m,90,5.6,59
Crime,Bhaje Vaayu Vegam,2h 16m,136,6.1,553
Crime,Telekinesis,1h 46m,106,5.9,60
Crime,Gde nashi dengi?,1h 16m,76,7.6,9
Crime,Deadly Ruphoria,1h 16m,N/A,6.3,32
Crime,The Final List,1h 47m,107,N/A,N/A
Crime,Stealing Vows,2h,120,N/A,N/A
Crime,Chris Brown: A History of Violence,1h 22m,82,5.4,312
Crime,Marty's Big Poker Night,1h 23m,83,N/A,N/A
Crime,Common Sense,1h 8m,68,2.5,20
Crime,Rock,1h 8m,N/A,3.4,11
Crime,Blackia 2,2h 12m,132,5.9,125
Crime,Murder in a Teacup,1h 33m,93,6.3,147
Crime,Chithini,2h 31m,151,6.0,551
Crime,Bury Him,1h 28m,88,7.4,13
Crime,Jafaican,1h 38m,98,N/A,N/A
Crime,Game Over,1h 14m,74,5.7,20
Crime,Money No Enough 3,2h 18m,138,6.0,264
Crime,Evidence,2h 18m,N/A,9.4,209
Crime,Three Old Boys,1h 48m,108,4.8,97
Crime,Raqeeb Pashto New Film,2h 18m,138,N/A,N/A
Crime,West End Murders,2h 18m,N/A,7.0,15
Crime,Blood Dried Hands,1h 55m,115,5.4,35
Crime,Villain - Life of a Gangster,2h 21m,141,8.9,156
Crime,Below the Rim,1h 29m,89,5.0,16
Crime,Jin Qian Bao Lei,1h 29m,N/A,3.4,13
Crime,Anyone Else But Me,1h 35m,95,7.0,153
Crime,Beneath the Fold,1h 20m,80,8.0,23
Crime,Dai jia fa de ren,2h 1m,121,5.4,58
Crime,Kala Ratri,2h 2m,122,6.8,15
Crime,Shadows of Betrayal: Chronicles of Ian Blair,1h 5m,65,7.3,12
Crime,Valleyheart,1h 38m,98,8.8,37
Crime,Goon Squad,1h 38m,N/A,6.2,19
Crime,Angry Squad: Civil Servants & Seven Swindlers,2h,120,8.1,37
Crime,Don't Love,2h 57m,177,7.9,1500
Crime,Agontuk,2h 5m,125,5.2,21
Crime,Maloney - Die ersten drei haarsträubenden Fälle,1h 38m,98,6.7,76
Crime,Martingale,1h 43m,103,5.4,105
Crime,Vampire's House of Cain,1h 43m,N/A,4.0,17
Crime,Then Came the Bottle Girls,1h 19m,79,N/A,N/A
Crime,Gally Gang Stars,2h 37m,157,9.0,2000
Crime,The Unwavering Brotherhood,1h 34m,94,5.3,78
Crime,¿Quién Mató al Patrón?,1h 34m,N/A,5.6,8
Crime,Bloody Money,1h 21m,81,N/A,N/A
Crime,Dark World,2h 15m,135,4.6,15
Crime,Nelma Kodama: The Queen of Dirty Money,1h 34m,94,5.5,184
Crime,Niyathi,1h 53m,113,6.8,174
Crime,Above the Trees,2h 5m,125,8.2,11
Crime,Halfway House Series,1h 40m,100,N/A,N/A
Crime,Dream Lock,1h 40m,100,8.6,21
Crime,Bond of Justice: Kizuna Part II - Judgement,1h 28m,88,N/A,N/A
Crime,Jog 101,1h 47m,107,6.5,496
Crime,Maven,2h 15m,135,9.5,37
Crime,Paraagan,2h 15m,N/A,N/A,N/A
Crime,Raja Rani,2h 14m,134,9.3,100
Crime,Blue Ice,2h 14m,N/A,8.8,23
Crime,The Notorious Finster,2h 14m,N/A,6.5,88
Crime,Lipstick,2h 25m,145,6.3,27
Crime,Rupaiya : The Conclusion,45m,45,N/A,N/A
Crime,The Storm,1h 38m,98,N/A,N/A
